2009022000 999999.0
2009022001 999999.0
2009022002 999999.0
2009022003 999999.0
2009022004 999999.0
2009022005 999999.0
2009022006 999999.0
2009022007 999999.0
2009022008 999999.0
2009022009 999999.0
2009022010 999999.0
2009022011 999999.0
2009022012 999999.0
2009022013 999999.0
2009022014 999999.0
2009022015 -6.1
2009022016 0.0
2009022017 -3.3
2009022018 -3.9
2009022019 -3.9
2009022020 0.0
2009022021 7.8
2009022022 -0.6
2009022023 -4.4
2009022100 999999.0
2009022101 999999.0
2009022102 999999.0
2009022103 -38.55
2009022104 -103.05
2009022105 -158.35
2009022106 -173.45
2009022107 -186.85
2009022108 -192.65
2009022109 -166.75
2009022110 -147.45
2009022111 -123.95
2009022112 -108.05
2009022113 -98.85
2009022114 -93.85
2009022115 -93.85
2009022116 -123.95
2009022117 -104.75
2009022118 999999.0
2009022119 -104.75
2009022120 -74.55
2009022121 -56.15
2009022122 -18.45
2009022123 14.25
2009022200 25.95
2009022201 36.85
2009022202 31.85
2009022203 24.35
2009022204 -4.15
2009022205 -55.25
2009022206 -99.65
2009022207 -107.25
2009022208 -66.15
2009022209 -88.75
2009022210 -76.25
2009022211 -72.85
2009022212 -63.2
2009022213 -47.3
2009022214 -65.7
2009022215 -85.0
2009022216 -115.1
2009022217 -127.7
2009022218 -142.0
2009022219 -153.7
2009022220 -146.1
2009022221 -121.8
2009022222 -105.1
2009022223 -73.3
2009022300 -36.4
2009022301 6.4
2009022302 25.6
2009022303 -1.2
2009022304 -23.0
2009022305 -59.8
2009022306 -123.5
2009022307 -110.9
2009022308 -127.7
2009022309 -127.7
2009022310 -101.7
2009022311 -95.8
2009022312 -60.7
2009022313 -25.5
2009022314 -34.7
2009022315 -33.9
2009022316 -54.8
2009022317 -72.4
2009022318 -92.5
2009022319 -103.4
2009022320 -98.4
2009022321 -101.7
2009022322 -69.9
2009022323 -41.4
2009022400 -41.4
2009022401 -43.0
2009022402 -43.0
2009022403 -12.0
2009022404 -12.0
2009022405 -15.4
2009022406 -15.4
2009022407 -7.9
2009022408 -2.9
2009022409 -0.4
2009022410 31.4
2009022411 999999.0
